# {"t_start": 1574707751.4640615, "env_id": "AntBulletEnv-v0"} 
r,l,t
718.026415,1000,41145.349068
756.000044,1000,41149.861912
779.552834,1000,41154.565809
700.78109,1000,41159.064058
740.960628,1000,41163.725014
828.005684,1000,41168.228043
799.676003,1000,41172.896504
657.38718,1000,41177.396007
676.824001,1000,41181.864049
700.800815,1000,41186.556829
811.844942,1000,41191.042175
651.026175,1000,41195.704555
871.86748,1000,41200.192319
721.974663,1000,41204.863333
789.71868,1000,41209.342033
819.871474,1000,41214.071903
770.666543,1000,41218.556357
689.241385,1000,41223.256564
706.748883,1000,41227.721392
801.052513,1000,41232.441775
651.503513,1000,41236.9641
694.921439,1000,41241.732766
745.554944,1000,41246.20953
662.388638,1000,41250.913958
676.33647,1000,41255.395134
784.584825,1000,41260.105555
675.630321,1000,41264.57598
645.589134,1000,41269.304804
774.615632,1000,41273.806788
777.159364,1000,41278.45977
666.15008,1000,41282.920518
717.809215,1000,41287.59869
673.073108,1000,41292.097508
682.904787,1000,41296.790336
705.169622,1000,41301.242609
760.382852,1000,41305.938958
767.465984,1000,41310.401335
629.067796,1000,41315.103643
672.641531,1000,41319.60195
732.572166,1000,41324.304824
685.155232,1000,41328.778823
664.844853,1000,41333.484692
693.934072,1000,41338.021563
669.282952,1000,41342.730773
759.568074,1000,41347.179532
702.35927,1000,41351.890428
749.345461,1000,41356.354824
706.374889,1000,41361.06369
687.251829,1000,41365.537347
723.278651,1000,41370.224573
687.691898,1000,41374.708487
686.06967,1000,41379.186144
682.476806,1000,41383.890664
667.164088,1000,41388.373382
766.649935,1000,41393.034072
705.698683,1000,41397.510762
676.024983,1000,41402.196142
761.654738,1000,41406.670267
709.795947,1000,41411.374978
668.045031,1000,41415.831122
642.982621,1000,41420.563864
647.651775,1000,41425.056167
633.559367,1000,41429.73812
728.613652,1000,41434.209546
575.266561,1000,41438.898101
603.841258,1000,41443.421259
652.58288,1000,41448.082385
715.554842,1000,41452.556177
707.240419,1000,41457.254774
674.769945,1000,41461.702733
638.286496,1000,41466.413635
767.252874,1000,41470.893127
668.860862,1000,41475.586983
699.767712,1000,41480.065382
710.614672,1000,41484.775506
656.976024,1000,41489.262761
735.796796,1000,41493.972863
699.657345,1000,41498.45717
665.20612,1000,41503.125071
704.458061,1000,41507.626281
768.411371,1000,41512.33131
714.529617,1000,41516.7951
703.710953,1000,41521.461647
690.896209,1000,41525.919285
770.841505,1000,41530.599024
765.915322,1000,41535.099777
706.904297,1000,41539.815333
685.439659,1000,41544.280483
755.981432,1000,41548.952613
761.738672,1000,41553.403104
741.561007,1000,41558.108472
677.896504,1000,41562.567195
557.036291,1000,41567.085322
617.306863,1000,41571.73241
716.063214,1000,41576.182603
806.513219,1000,41580.802871
748.884327,1000,41585.312766
598.114745,1000,41590.027982
754.961845,1000,41594.511214
725.869344,1000,41599.186347
760.688278,1000,41603.670766
732.520876,1000,41608.329145
729.402009,1000,41612.845565
696.417388,1000,41617.524274
814.723505,1000,41622.024861
729.187527,1000,41626.731157
739.216988,1000,41631.218243
730.842137,1000,41635.883701
563.471419,1000,41640.412824
560.43925,1000,41645.105882
747.496892,1000,41649.602256
809.213314,1000,41654.281672
724.57564,1000,41658.773212
832.486765,1000,41663.485402
598.175216,1000,41667.998208
756.407496,1000,41672.63275
521.128221,1000,41677.138726
749.136344,1000,41681.80638
760.749456,1000,41686.311043
826.74647,1000,41691.141163
805.139365,1000,41695.813426
805.231911,1000,41700.484517
761.65102,1000,41704.984488
722.203114,1000,41709.604385
746.277695,1000,41714.094584
565.006181,1000,41718.777142
776.407902,1000,41723.289766
790.343143,1000,41727.985106
797.311807,1000,41732.488904
819.916652,1000,41737.154957
769.488233,1000,41741.65231
715.108176,1000,41746.321183
703.385017,1000,41750.828609
709.069252,1000,41755.487651
783.52295,1000,41760.00084
774.085163,1000,41764.440479
712.203382,1000,41769.101864
773.002484,1000,41773.586043
776.291972,1000,41778.280718
731.41646,1000,41782.756916
629.625204,1000,41787.453379
756.417804,1000,41791.942345
520.079687,1000,41796.656991
752.594255,1000,41801.146799
567.929088,1000,41805.849479
529.209267,1000,41810.363739
803.700266,1000,41815.058987
756.771399,1000,41819.560837
776.735067,1000,41824.230358
776.148383,1000,41828.727954
775.958531,1000,41833.432417
699.52022,1000,41837.878432
721.808056,1000,41842.584628
750.259581,1000,41847.030015
742.594282,1000,41851.727926
752.847576,1000,41856.233499
730.081701,1000,41860.913817
773.066299,1000,41865.386007
715.65193,1000,41870.060897
703.374808,1000,41874.523705
739.198821,1000,41879.21539
779.442927,1000,41883.687734
753.239585,1000,41888.385157
733.330153,1000,41892.875002
754.202288,1000,41897.550833
759.570938,1000,41902.058806
755.010758,1000,41906.760997
745.963628,1000,41911.23985
730.679694,1000,41915.941641
759.030402,1000,41920.453504
715.046472,1000,41925.175417
788.08139,1000,41929.658579
730.6446,1000,41934.288292
778.557282,1000,41938.794063
782.547867,1000,41943.476341
770.910093,1000,41947.97965
740.915392,1000,41952.668899
